time,open,high,low,close,volume,close_time
1716386400000,69586.88000000,69655.00000000,69435.30000000,69531.96000000,274.82443000,1716387299999
1716387300000,69531.95000000,70099.46000000,69490.00000000,69704.01000000,839.16092000,1716388199999
1716388200000,69704.01000000,69863.05000000,69610.00000000,69821.14000000,292.40213000,1716389099999
1716389100000,69821.15000000,70180.00000000,69808.34000000,70114.63000000,560.91189000,1716389999999
1716390000000,70114.63000000,70285.37000000,69933.34000000,69972.64000000,417.29293000,1716390899999
1716390900000,69972.63000000,70268.00000000,69922.37000000,70215.97000000,253.69967000,1716391799999
1716391800000,70215.98000000,70591.00000000,70133.52000000,70500.50000000,391.16699000,1716392699999
1716392700000,70500.50000000,70591.00000000,70350.47000000,70455.90000000,364.94941000,1716393599999
1716393600000,70455.89000000,70665.53000000,70285.71000000,70661.99000000,330.62689000,1716394499999
1716394500000,70662.00000000,70666.00000000,70370.00000000,70395.99000000,221.45408000,1716395399999
1716395400000,70395.99000000,70453.96000000,70179.58000000,70292.44000000,274.09321000,1716396299999
1716396300000,70292.44000000,70354.22000000,70211.69000000,70229.88000000,228.24853000,1716397199999
1716397200000,70229.87000000,70252.20000000,70085.99000000,70180.00000000,265.00263000,1716398099999
1716398100000,70180.00000000,70459.91000000,70144.16000000,70256.70000000,357.82115000,1716398999999
1716399000000,70256.69000000,70280.00000000,69669.19000000,69775.81000000,650.18726000,1716399899999
1716399900000,69775.82000000,69922.09000000,69674.36000000,69863.52000000,388.37417000,1716400799999
1716400800000,69863.52000000,69901.66000000,69554.76000000,69687.92000000,482.36854000,1716401699999
1716401700000,69687.92000000,69712.81000000,69276.53000000,69412.85000000,687.11435000,1716402599999
1716402600000,69412.85000000,69546.40000000,69228.64000000,69491.26000000,868.01940000,1716403499999
1716403500000,69491.26000000,69688.99000000,69480.00000000,69574.60000000,463.61053000,1716404399999
1716404400000,69574.60000000,69714.28000000,69485.00000000,69571.00000000,513.71657000,1716405299999
1716405300000,69571.00000000,69653.84000000,69453.13000000,69616.53000000,163.03386000,1716406199999
1716406200000,69616.52000000,69757.17000000,69612.00000000,69639.10000000,153.85148000,1716407099999
1716407100000,69639.11000000,69800.91000000,69570.00000000,69637.47000000,226.37680000,1716407999999
1716408000000,69637.48000000,69848.87000000,69589.46000000,69814.96000000,503.65734000,1716408899999
1716408900000,69814.97000000,69976.00000000,69580.71000000,69580.72000000,495.12930000,1716409799999
1716409800000,69580.71000000,69655.70000000,69397.25000000,69508.01000000,308.59805000,1716410699999
1716410700000,69508.00000000,69582.29000000,69442.01000000,69442.01000000,160.36902000,1716411599999
1716411600000,69442.02000000,69450.00000000,68842.19000000,69086.01000000,794.71529000,1716412499999
1716412500000,69086.01000000,69371.59000000,69060.98000000,69342.02000000,265.98050000,1716413399999
1716413400000,69342.02000000,69665.61000000,69300.00000000,69439.50000000,313.12446000,1716414299999
1716414300000,69439.50000000,69580.00000000,69400.00000000,69497.77000000,157.29019000,1716415199999
1716415200000,69497.77000000,69550.00000000,69314.75000000,69389.06000000,204.52673000,1716416099999
1716416100000,69389.06000000,69390.80000000,69241.36000000,69335.99000000,218.54354000,1716416999999
1716417000000,69335.98000000,69335.99000000,69075.00000000,69082.01000000,285.12433000,1716417899999
1716417900000,69082.00000000,69188.24000000,69054.01000000,69141.28000000,245.28459000,1716418799999
1716418800000,69141.28000000,69233.69000000,69058.08000000,69144.18000000,301.61512000,1716419699999
1716419700000,69144.17000000,69157.73000000,69023.56000000,69103.94000000,213.15829000,1716420599999
1716420600000,69103.94000000,69157.73000000,69071.54000000,69120.88000000,115.22815000,1716421499999
1716421500000,69120.89000000,69227.56000000,69120.88000000,69166.62000000,88.61959000,1716422399999
1716422400000,69166.62000000,69336.43000000,69166.61000000,69320.69000000,197.81083000,1716423299999
1716423300000,69320.69000000,69434.17000000,69316.00000000,69355.30000000,148.24674000,1716424199999
1716424200000,69355.31000000,69603.70000000,69352.00000000,69543.46000000,337.97272000,1716425099999
1716425100000,69543.45000000,69621.51000000,69491.05000000,69499.81000000,175.84430000,1716425999999
1716426000000,69499.81000000,69515.61000000,69260.15000000,69365.99000000,156.01603000,1716426899999
1716426900000,69366.00000000,69543.21000000,69365.99000000,69520.58000000,139.73404000,1716427799999
1716427800000,69520.58000000,69626.87000000,69470.82000000,69550.02000000,215.53071000,1716428699999
1716428700000,69550.01000000,69550.02000000,69483.15000000,69483.16000000,90.53286000,1716429599999
1716429600000,69483.15000000,69561.98000000,69470.26000000,69540.68000000,98.17671000,1716430499999
1716430500000,69540.68000000,69562.00000000,69458.24000000,69467.57000000,89.72920000,1716431399999
1716431400000,69467.57000000,69520.00000000,69430.00000000,69462.00000000,85.58983000,1716432299999
1716432300000,69462.00000000,69505.86000000,69362.62000000,69505.86000000,168.32409000,1716433199999
1716433200000,69505.85000000,69505.86000000,69420.01000000,69460.01000000,150.94371000,1716434099999
1716434100000,69460.01000000,69470.00000000,69406.07000000,69420.00000000,123.65658000,1716434999999
1716435000000,69420.00000000,69429.99000000,69311.76000000,69328.65000000,116.53422000,1716435899999
1716435900000,69328.65000000,69524.86000000,69328.65000000,69446.14000000,224.43470000,1716436799999
1716436800000,69446.14000000,69519.73000000,69432.61000000,69489.19000000,233.90876000,1716437699999
1716437700000,69489.20000000,69511.00000000,69422.20000000,69510.99000000,175.36576000,1716438599999
1716438600000,69511.00000000,69560.57000000,69480.00000000,69551.99000000,125.86534000,1716439499999
1716439500000,69552.00000000,69590.00000000,69480.00000000,69550.01000000,128.15281000,1716440399999
1716440400000,69550.00000000,69562.04000000,69420.00000000,69459.98000000,152.93354000,1716441299999
1716441300000,69459.99000000,69499.92000000,69347.17000000,69444.61000000,146.65426000,1716442199999
1716442200000,69444.60000000,69449.40000000,69360.38000000,69379.12000000,105.73063000,1716443099999
1716443100000,69379.13000000,69478.89000000,69348.00000000,69478.89000000,135.63135000,1716443999999
1716444000000,69478.89000000,69486.00000000,69387.65000000,69430.00000000,170.10131000,1716444899999
1716444900000,69430.00000000,69469.46000000,69382.73000000,69430.01000000,105.38246000,1716445799999
1716445800000,69430.01000000,69556.61000000,69400.00000000,69510.33000000,137.47422000,1716446699999
1716446700000,69510.34000000,69675.00000000,69493.01000000,69561.40000000,192.36548000,1716447599999
1716447600000,69561.40000000,69610.00000000,69470.00000000,69517.88000000,118.76625000,1716448499999
1716448500000,69517.88000000,69578.80000000,69501.95000000,69527.12000000,125.20206000,1716449399999
1716449400000,69527.12000000,69862.44000000,69500.00000000,69776.01000000,376.27759000,1716450299999
1716450300000,69776.00000000,69812.39000000,69659.82000000,69734.04000000,211.48743000,1716451199999
1716451200000,69734.05000000,69819.30000000,69696.95000000,69770.75000000,169.93203000,1716452099999
1716452100000,69770.75000000,69849.94000000,69625.72000000,69656.02000000,160.96897000,1716452999999
1716453000000,69656.02000000,69694.12000000,69577.86000000,69639.18000000,140.20201000,1716453899999
1716453900000,69639.17000000,69688.00000000,69582.00000000,69687.99000000,157.61039000,1716454799999
1716454800000,69687.99000000,69800.00000000,69670.88000000,69770.01000000,185.06801000,1716455699999
1716455700000,69770.01000000,69800.00000000,69700.02000000,69730.78000000,252.00087000,1716456599999
1716456600000,69730.79000000,69830.00000000,69617.78000000,69629.61000000,222.79275000,1716457499999
1716457500000,69629.62000000,69669.96000000,69580.90000000,69645.06000000,126.32149000,1716458399999
1716458400000,69645.05000000,69758.19000000,69585.55000000,69721.99000000,139.33559000,1716459299999
1716459300000,69721.99000000,69794.92000000,69694.68000000,69739.22000000,97.22410000,1716460199999
1716460200000,69739.22000000,69781.28000000,69640.02000000,69742.09000000,227.17284000,1716461099999
1716461100000,69742.09000000,69779.14000000,69520.02000000,69537.21000000,249.81035000,1716461999999
1716462000000,69537.22000000,69750.00000000,69537.21000000,69720.91000000,262.15076000,1716462899999
1716462900000,69720.91000000,69949.00000000,69674.38000000,69928.70000000,477.59113000,1716463799999
1716463800000,69928.70000000,70000.02000000,69928.70000000,69938.29000000,431.77184000,1716464699999
1716464700000,69938.28000000,70061.00000000,69857.93000000,69982.72000000,421.12956000,1716465599999
1716465600000,69982.72000000,70096.12000000,69924.58000000,69959.79000000,463.70347000,1716466499999
1716466500000,69959.80000000,70047.69000000,69829.54000000,69968.00000000,460.77780000,1716467399999
1716467400000,69968.00000000,70055.37000000,69829.00000000,69835.91000000,337.71359000,1716468299999
1716468300000,69835.91000000,69836.16000000,68946.17000000,69428.53000000,1124.91856000,1716469199999
1716469200000,69428.53000000,69558.07000000,69202.01000000,69399.34000000,659.13300000,1716470099999
1716470100000,69399.33000000,69438.81000000,69167.02000000,69296.02000000,573.12767000,1716470999999
1716471000000,69296.02000000,69421.12000000,68563.00000000,68774.01000000,1405.79121000,1716471899999
1716471900000,68774.00000000,68774.01000000,67716.42000000,68036.14000000,2557.45552000,1716472799999
1716472800000,68036.14000000,68233.40000000,67700.01000000,68231.80000000,1163.43681000,1716473699999
1716473700000,68231.80000000,68345.39000000,67867.24000000,67880.01000000,856.93396000,1716474599999
1716474600000,67880.00000000,68039.11000000,67734.43000000,67825.80000000,672.31155000,1716475499999
1716475500000,67825.81000000,67970.23000000,67610.95000000,67748.63000000,594.55127000,1716476399999
1716476400000,67748.62000000,68167.61000000,67709.84000000,68128.37000000,725.28248000,1716477299999
1716477300000,68128.37000000,68249.61000000,68086.61000000,68212.18000000,507.87471000,1716478199999
1716478200000,68212.18000000,68313.79000000,68115.99000000,68155.98000000,459.91359000,1716479099999
1716479100000,68155.98000000,68163.62000000,67957.15000000,68076.00000000,216.93586000,1716479999999
1716480000000,68075.99000000,68147.36000000,67924.32000000,67924.33000000,258.81147000,1716480899999
1716480900000,67924.33000000,68063.96000000,67799.30000000,67987.89000000,291.49940000,1716481799999
1716481800000,67987.90000000,68167.97000000,67951.71000000,68100.00000000,172.62140000,1716482699999
1716482700000,68100.01000000,68120.00000000,67801.75000000,67822.78000000,289.45468000,1716483599999
1716483600000,67822.78000000,68029.71000000,67790.00000000,67981.10000000,340.53557000,1716484499999
1716484500000,67981.09000000,68069.30000000,67903.24000000,68069.29000000,190.36943000,1716485399999
1716485400000,68069.30000000,68119.26000000,67900.00000000,67915.25000000,187.31015000,1716486299999
1716486300000,67915.25000000,67973.97000000,67618.98000000,67639.25000000,390.60108000,1716487199999
1716487200000,67639.25000000,67684.36000000,67042.44000000,67152.01000000,1376.99145000,1716488099999
1716488100000,67152.02000000,67226.00000000,66764.70000000,67042.01000000,917.19023000,1716488999999
1716489000000,67042.00000000,67309.93000000,67010.33000000,67093.92000000,488.46149000,1716489899999
1716489900000,67093.93000000,67420.81000000,67092.73000000,67393.06000000,459.93394000,1716490799999
1716490800000,67393.05000000,67439.77000000,67239.46000000,67340.64000000,300.65014000,1716491699999
1716491700000,67340.63000000,67472.00000000,67230.32000000,67442.74000000,267.02650000,1716492599999
1716492600000,67442.74000000,67690.00000000,67416.02000000,67556.92000000,390.86615000,1716493499999
1716493500000,67556.92000000,67588.86000000,67110.18000000,67199.98000000,548.89202000,1716494399999
1716494400000,67199.98000000,67200.00000000,66312.16000000,66767.88000000,2599.65354000,1716495299999
1716495300000,66767.87000000,67578.44000000,66708.42000000,67490.00000000,1138.66290000,1716496199999
1716496200000,67489.99000000,67772.77000000,67380.02000000,67572.27000000,443.30888000,1716497099999
1716497100000,67572.26000000,67952.39000000,67485.02000000,67802.89000000,663.25301000,1716497999999
1716498000000,67802.89000000,68365.81000000,67729.25000000,67840.00000000,2287.05492000,1716498899999
1716498900000,67839.99000000,67847.41000000,66958.40000000,67433.99000000,1890.02246000,1716499799999
1716499800000,67433.99000000,67928.00000000,67416.05000000,67851.00000000,566.20816000,1716500699999
1716500700000,67851.00000000,68123.62000000,67829.69000000,67992.77000000,484.52289000,1716501599999
1716501600000,67992.78000000,67999.98000000,67707.33000000,67781.46000000,362.71959000,1716502499999
1716502500000,67781.47000000,67798.00000000,67590.39000000,67631.04000000,246.61147000,1716503399999
1716503400000,67631.03000000,67708.30000000,67603.98000000,67650.00000000,143.97106000,1716504299999
1716504300000,67649.99000000,67747.30000000,67540.00000000,67686.47000000,181.95791000,1716505199999
1716505200000,67686.48000000,67743.32000000,67480.00000000,67512.00000000,198.32421000,1716506099999
1716506100000,67512.01000000,67715.95000000,67492.51000000,67686.34000000,184.29225000,1716506999999
1716507000000,67686.33000000,67818.44000000,67591.66000000,67766.07000000,313.33411000,1716507899999
1716507900000,67766.06000000,67994.10000000,67753.91000000,67969.65000000,276.74102000,1716508799999
1716508800000,67969.66000000,67991.56000000,67650.00000000,67713.06000000,346.37145000,1716509699999
1716509700000,67713.06000000,67792.50000000,67628.01000000,67766.12000000,204.00675000,1716510599999
1716510600000,67766.13000000,67990.65000000,67710.21000000,67926.81000000,219.56521000,1716511499999
1716511500000,67926.81000000,68000.00000000,67843.36000000,67852.00000000,378.22692000,1716512399999
1716512400000,67851.99000000,67852.00000000,67660.34000000,67689.05000000,139.47317000,1716513299999
1716513300000,67689.04000000,67758.19000000,67657.55000000,67706.66000000,82.25683000,1716514199999
1716514200000,67706.66000000,67831.48000000,67674.10000000,67735.89000000,169.41285000,1716515099999
1716515100000,67735.90000000,67843.22000000,67735.89000000,67742.01000000,196.80704000,1716515999999
1716516000000,67742.01000000,67832.89000000,67713.31000000,67791.31000000,162.87553000,1716516899999
1716516900000,67791.31000000,67829.19000000,67670.34000000,67737.99000000,106.60111000,1716517799999
1716517800000,67737.99000000,67738.00000000,67634.15000000,67691.80000000,210.71715000,1716518699999
1716518700000,67691.80000000,68000.95000000,67691.80000000,67978.37000000,387.85573000,1716519599999
1716519600000,67978.38000000,68017.56000000,67912.71000000,67974.01000000,309.60187000,1716520499999
1716520500000,67974.01000000,67989.76000000,67850.00000000,67911.13000000,135.46898000,1716521399999
1716521400000,67911.13000000,67954.01000000,67842.21000000,67933.98000000,226.24626000,1716522299999
1716522300000,67933.98000000,68000.00000000,67822.05000000,67891.83000000,251.92450000,1716523199999
1716523200000,67891.83000000,67922.79000000,67825.45000000,67875.99000000,248.62680000,1716524099999
1716524100000,67875.98000000,67882.80000000,67673.06000000,67746.74000000,248.12712000,1716524999999
1716525000000,67746.75000000,67762.22000000,67651.04000000,67681.03000000,358.11051000,1716525899999
1716525900000,67681.03000000,67733.56000000,67673.34000000,67708.23000000,113.54528000,1716526799999
1716526800000,67708.23000000,67708.23000000,67590.00000000,67616.28000000,158.83038000,1716527699999
1716527700000,67616.28000000,67616.28000000,67305.26000000,67420.00000000,283.18948000,1716528599999
1716528600000,67420.00000000,67424.18000000,67080.99000000,67223.26000000,517.61654000,1716529499999
1716529500000,67223.25000000,67355.86000000,67207.77000000,67299.99000000,453.17427000,1716530399999
1716530400000,67299.99000000,67597.43000000,67220.25000000,67592.00000000,505.61855000,1716531299999
1716531300000,67592.01000000,67603.60000000,67000.00000000,67154.55000000,477.70595000,1716532199999
1716532200000,67154.54000000,67284.14000000,67090.00000000,67216.00000000,413.08270000,1716533099999
1716533100000,67215.99000000,67234.88000000,66816.21000000,66887.01000000,725.52660000,1716533999999
1716534000000,66887.01000000,67113.70000000,66828.23000000,67082.99000000,485.29728000,1716534899999
1716534900000,67082.99000000,67279.06000000,67075.36000000,67249.40000000,202.25414000,1716535799999
1716535800000,67249.41000000,67311.54000000,66956.60000000,66991.86000000,338.22457000,1716536699999
1716536700000,66991.85000000,67166.00000000,66961.46000000,67155.93000000,381.55072000,1716537599999
1716537600000,67155.93000000,67174.12000000,67001.00000000,67001.00000000,204.55557000,1716538499999
1716538500000,67001.01000000,67027.79000000,66600.12000000,66698.77000000,427.31014000,1716539399999
1716539400000,66698.76000000,67122.00000000,66659.88000000,67090.79000000,371.78790000,1716540299999
1716540300000,67090.80000000,67228.84000000,67040.39000000,67190.15000000,334.63424000,1716541199999
1716541200000,67190.15000000,67236.66000000,67130.20000000,67176.12000000,205.93563000,1716542099999
1716542100000,67176.13000000,67211.22000000,67039.52000000,67145.84000000,228.29431000,1716542999999
1716543000000,67145.83000000,67324.00000000,67129.62000000,67314.01000000,215.52144000,1716543899999
1716543900000,67314.01000000,67449.36000000,67272.32000000,67375.26000000,205.47217000,1716544799999
1716544800000,67375.25000000,67450.00000000,67361.78000000,67396.26000000,135.61883000,1716545699999
1716545700000,67396.26000000,67416.00000000,67311.12000000,67404.59000000,145.67262000,1716546599999
1716546600000,67404.60000000,67523.78000000,67361.03000000,67518.02000000,181.17545000,1716547499999
1716547500000,67518.02000000,67518.02000000,67330.00000000,67353.43000000,124.36841000,1716548399999
1716548400000,67353.43000000,67468.58000000,67348.01000000,67459.38000000,137.52010000,1716549299999
1716549300000,67459.38000000,67472.89000000,67341.05000000,67342.55000000,190.74899000,1716550199999
1716550200000,67342.56000000,67393.68000000,67277.63000000,67307.88000000,138.72194000,1716551099999
1716551100000,67307.88000000,67438.69000000,67277.58000000,67349.99000000,235.99090000,1716551999999
1716552000000,67350.00000000,67497.25000000,67343.00000000,67478.99000000,207.29452000,1716552899999
1716552900000,67478.99000000,67568.03000000,67412.14000000,67412.14000000,138.07021000,1716553799999
1716553800000,67412.15000000,67469.45000000,67383.40000000,67422.21000000,173.92278000,1716554699999
1716554700000,67422.21000000,67571.81000000,67383.90000000,67490.00000000,223.28089000,1716555599999
1716555600000,67490.00000000,67607.00000000,67316.35000000,67316.35000000,446.50292000,1716556499999
1716556500000,67316.36000000,67424.90000000,67224.96000000,67410.02000000,487.06277000,1716557399999
1716557400000,67410.01000000,67440.00000000,67195.32000000,67344.60000000,608.72442000,1716558299999
1716558300000,67344.60000000,67367.76000000,66921.97000000,67077.12000000,682.68900000,1716559199999
1716559200000,67077.12000000,67289.51000000,67000.00000000,67198.47000000,447.64740000,1716560099999
1716560100000,67198.48000000,68000.00000000,67185.99000000,67805.01000000,656.04402000,1716560999999
1716561000000,67805.02000000,68031.62000000,67723.55000000,67731.99000000,694.38168000,1716561899999
1716561900000,67731.98000000,67943.29000000,67724.18000000,67869.48000000,405.49320000,1716562799999
1716562800000,67869.49000000,68364.05000000,67869.48000000,68194.46000000,742.67113000,1716563699999
1716563700000,68194.46000000,68420.00000000,68134.69000000,68219.44000000,486.56938000,1716564599999
1716564600000,68219.44000000,68396.77000000,68130.43000000,68182.95000000,399.95190000,1716565499999
1716565500000,68182.96000000,68345.64000000,68151.85000000,68326.46000000,403.89647000,1716566399999
1716566400000,68326.46000000,68473.85000000,68066.53000000,68066.54000000,551.09655000,1716567299999
1716567300000,68066.54000000,68228.75000000,67924.39000000,68112.12000000,424.62992000,1716568199999
1716568200000,68112.13000000,68284.24000000,68105.07000000,68246.27000000,345.95591000,1716569099999
1716569100000,68246.27000000,68396.51000000,68183.97000000,68394.33000000,334.38375000,1716569999999
1716570000000,68394.32000000,68636.36000000,68394.32000000,68516.22000000,712.72152000,1716570899999
1716570900000,68516.22000000,68676.77000000,68482.46000000,68555.98000000,351.36245000,1716571799999
1716571800000,68555.99000000,68762.00000000,68555.98000000,68707.10000000,346.42405000,1716572699999
1716572700000,68707.10000000,68931.31000000,68626.01000000,68919.02000000,460.34393000,1716573599999
1716573600000,68919.02000000,69168.00000000,68856.00000000,69143.00000000,885.96726000,1716574499999
1716574500000,69143.01000000,69220.00000000,69012.90000000,69080.07000000,410.35720000,1716575399999
1716575400000,69080.07000000,69080.07000000,68840.00000000,68996.01000000,248.53467000,1716576299999
1716576300000,68996.00000000,69025.16000000,68890.70000000,68970.43000000,191.11449000,1716577199999
1716577200000,68970.43000000,68970.44000000,68738.33000000,68834.00000000,298.61847000,1716578099999
1716578100000,68834.00000000,69000.00000000,68833.99000000,68876.01000000,151.97745000,1716578999999
1716579000000,68876.01000000,68981.67000000,68848.41000000,68925.00000000,152.76563000,1716579899999
1716579900000,68925.01000000,69250.00000000,68906.36000000,69115.98000000,258.02620000,1716580799999
1716580800000,69115.98000000,69214.00000000,69039.99000000,69080.00000000,254.39670000,1716581699999
1716581700000,69080.00000000,69089.99000000,68901.30000000,68924.99000000,166.46849000,1716582599999
1716582600000,68925.00000000,68988.37000000,68904.00000000,68988.36000000,155.54463000,1716583499999
1716583500000,68988.36000000,69022.12000000,68836.96000000,68836.96000000,123.83067000,1716584399999
1716584400000,68836.96000000,68995.77000000,68830.00000000,68860.02000000,136.07994000,1716585299999
1716585300000,68860.02000000,68930.00000000,68800.50000000,68800.50000000,102.18907000,1716586199999
1716586200000,68800.50000000,68944.68000000,68800.50000000,68876.71000000,94.00474000,1716587099999
1716587100000,68876.72000000,68879.00000000,68800.00000000,68876.00000000,69.49999000,1716587999999
1716588000000,68875.99000000,68876.00000000,68753.55000000,68799.22000000,77.54235000,1716588899999
1716588900000,68799.23000000,68799.23000000,68742.28000000,68763.47000000,89.37762000,1716589799999
1716589800000,68763.47000000,68824.81000000,68763.47000000,68818.20000000,71.95217000,1716590699999
1716590700000,68818.21000000,68818.21000000,68674.39000000,68787.99000000,81.42298000,1716591599999
1716591600000,68788.00000000,68788.00000000,68701.07000000,68747.83000000,78.24695000,1716592499999
1716592500000,68747.83000000,68747.83000000,68677.21000000,68677.22000000,51.67637000,1716593399999
1716593400000,68677.22000000,68677.22000000,68589.16000000,68616.75000000,124.84640000,1716594299999
1716594300000,68616.74000000,68616.75000000,68524.94000000,68549.99000000,169.05455000,1716595199999
1716595200000,68549.99000000,68668.23000000,68500.00000000,68660.70000000,141.20627000,1716596099999
1716596100000,68660.71000000,68679.48000000,68604.00000000,68643.06000000,82.73079000,1716596999999
1716597000000,68643.06000000,68648.00000000,68585.88000000,68585.88000000,58.37477000,1716597899999
1716597900000,68585.89000000,68624.00000000,68512.93000000,68530.89000000,71.35015000,1716598799999
1716598800000,68530.88000000,68642.75000000,68530.88000000,68620.00000000,67.86042000,1716599699999
1716599700000,68619.99000000,68695.15000000,68619.99000000,68695.14000000,82.61913000,1716600599999
1716600600000,68695.15000000,68700.38000000,68611.93000000,68662.98000000,113.10974000,1716601499999
1716601500000,68662.98000000,68699.87000000,68613.45000000,68613.46000000,102.96884000,1716602399999
1716602400000,68613.45000000,68715.00000000,68606.10000000,68714.99000000,153.75043000,1716603299999
1716603300000,68714.99000000,68830.00000000,68714.99000000,68757.17000000,103.97664000,1716604199999
1716604200000,68757.18000000,68782.76000000,68704.00000000,68708.63000000,71.53034000,1716605099999
1716605100000,68708.63000000,68817.23000000,68708.62000000,68817.22000000,52.27758000,1716605999999
1716606000000,68817.22000000,68910.00000000,68728.51000000,68728.61000000,106.91745000,1716606899999
1716606900000,68728.60000000,68728.61000000,68652.59000000,68717.94000000,111.57852000,1716607799999
1716607800000,68717.94000000,68749.06000000,68675.01000000,68706.99000000,119.25175000,1716608699999
1716608700000,68706.99000000,68822.37000000,68680.00000000,68757.85000000,202.12301000,1716609599999
1716609600000,68757.84000000,68810.00000000,68694.99000000,68761.83000000,92.90563000,1716610499999
1716610500000,68761.82000000,68824.97000000,68688.00000000,68728.01000000,105.35241000,1716611399999
1716611400000,68728.00000000,68831.88000000,68703.31000000,68756.71000000,135.27672000,1716612299999
1716612300000,68756.70000000,68828.35000000,68751.40000000,68784.37000000,125.25984000,1716613199999
1716613200000,68784.37000000,68794.80000000,68734.00000000,68760.73000000,56.44473000,1716614099999
1716614100000,68760.72000000,68794.00000000,68755.10000000,68785.86000000,59.21255000,1716614999999
1716615000000,68785.85000000,68808.00000000,68696.00000000,68703.99000000,77.32230000,1716615899999
1716615900000,68703.99000000,68730.00000000,68702.21000000,68718.21000000,67.62629000,1716616799999
1716616800000,68718.21000000,68746.40000000,68696.00000000,68715.35000000,119.13637000,1716617699999
1716617700000,68715.34000000,68715.35000000,68673.67000000,68699.99000000,47.00395000,1716618599999
1716618600000,68700.00000000,68700.00000000,68615.56000000,68650.00000000,101.28169000,1716619499999
1716619500000,68649.99000000,68668.41000000,68631.42000000,68660.40000000,105.69576000,1716620399999
1716620400000,68660.39000000,68683.13000000,68639.69000000,68661.88000000,52.52335000,1716621299999
1716621300000,68661.88000000,68811.89000000,68645.20000000,68780.60000000,108.54620000,1716622199999
1716622200000,68780.60000000,68780.61000000,68704.00000000,68722.91000000,92.11481000,1716623099999
1716623100000,68722.90000000,68773.01000000,68716.01000000,68753.92000000,73.15847000,1716623999999
1716624000000,68753.93000000,68822.59000000,68749.20000000,68822.58000000,98.58560000,1716624899999
1716624900000,68822.58000000,68959.56000000,68822.58000000,68936.01000000,164.43187000,1716625799999
1716625800000,68936.02000000,69059.35000000,68884.75000000,68884.77000000,214.68653000,1716626699999
